id,filename,timestamp,lat,lon,score,class,caption
result_000001,result_000001.jpg,2025-10-27T19:08:22.230337+00:00,36.34509573249779,127.29756607903239,0.5448250844617577,soldier,눈 덮인 숲 속에서 설상 위장복을 입고 앉아있는 사람
result_000002,result_000002.jpg,2025-10-27T08:50:22.230337+00:00,36.35408997108887,127.31029429766971,0.46741769047435766,soldier,키 큰 풀밭에 엎드려 위장복을 입고 주변을 살피는 사람
result_000003,result_000003.jpg,2025-10-22T09:02:22.230337+00:00,36.33822128630958,127.29518176500997,0.51971759480773,soldier,소나무 숲 속에서 위장복을 입고 나무 뒤에 서 있는 사람
result_000004,result_000004.jpg,2025-10-22T15:09:22.230337+00:00,36.33967256608849,127.32897908524177,0.4369176085418429,soldier,밤에 수풀에서 길리슈트를 입고 저격 소총을 조준하는 사람
result_000006,result_000006.jpg,2025-10-17T11:36:22.230337+00:00,36.35965230673678,127.30504317221943,0.7275144440151509,soldier,숲 속 나무 옆에 쭈그리고 앉아 위장복과 부니햇을 착용한 사람
result_000007,result_000007.jpg,2025-10-26T18:08:22.230337+00:00,36.35443316429755,127.3144966746833,0.5997266981437366,soldier,숲 속에서 나뭇잎 위장복을 입고 서 있는 사람
result_000008,result_000008.jpg,2025-10-28T09:19:22.230337+00:00,36.36772041333648,127.28692460406366,0.808173672479447,soldier,위장복을 입고 소총 두 자루를 몸에 지닌 사람들의 상반신 클로즈업
result_000010,result_000010.jpg,2025-10-20T22:10:22.230337+00:00,36.36774598661147,127.29080773650976,0.7408307125080074,soldier,숲 속 수풀에 쭈그리고 앉아 위장 패턴으로 덮인 카메라를 조준하는 두 사람
result_000011,result_000011.jpg,2025-10-29T04:06:22.230337+00:00,36.343311113572774,127.29616685229317,0.7097916708975918,soldier,잔디밭에 앉아 나뭇잎 패턴 위장복을 뒤집어 쓴 사람
result_000012,result_000012.jpg,2025-10-27T01:25:22.230337+00:00,36.34847763268528,127.29714415033716,0.6843414109846522,soldier,숲에서 위장복을 입고 위장된 망원 렌즈 카메라를 조준하는 사람
result_000013,result_000013.jpg,2025-10-19T09:49:22.230337+00:00,36.32948502991104,127.30428347113013,0.6528546511900168,soldier,바위 절벽 앞에서 위장복을 입고 위장된 카메라를 들고 앉아있는 사람
result_000014,result_000014.jpg,2025-10-25T15:11:22.230337+00:00,36.350350414352135,127.31671939445027,0.5233127477322619,soldier,숲속에서 위장복과 모자를 쓰고 총기를 조준하는 사람
result_000015,result_000015.jpg,2025-10-29T00:08:22.230337+00:00,36.342635688131004,127.31303528485154,0.8025981341877844,soldier,숲 속에서 전술 장비와 위장복을 착용하고 소총을 조준하는 두 명의 군인
result_000016,result_000016.jpg,2025-10-24T00:13:22.230337+00:00,36.3560980495431,127.31503423760287,0.8505273326767655,soldier,낙엽 숲 속에서 나뭇잎 위장복을 입고 서 있는 두 사람과 위장된 카메라
result_000017,result_000017.jpg,2025-10-30T00:42:22.230337+00:00,36.34276584798951,127.28213602465651,0.5952361664820264,soldier,어두운 숲 속 덩굴 덮인 나무 옆에서 총기를 조준하는 군인
result_000018,result_000018.jpg,2025-10-29T11:16:22.230337+00:00,36.36176211263371,127.2685724396789,0.5553021941548545,soldier,나무 옆에 길리슈트를 입고 위장하고 서 있는 사람
result_000019,result_000019.jpg,2025-10-18T04:45:22.230337+00:00,36.354394299552006,127.28557580703003,0.7664761131720452,soldier,숲 속 나무 옆에서 위장복을 입고 서 있는 사람
result_000020,result_000020.jpg,2025-10-20T17:47:22.230337+00:00,36.34950075230361,127.30455582074103,0.7804186716036188,soldier,풀밭에서 길리슈트를 입고 조준경이 달린 소총을 조준하는 사람
result_000021,result_000021.jpg,2025-10-19T20:49:22.230337+00:00,36.359521589403194,127.30284091036141,0.9851085219616,soldier,나무 아래에 나뭇잎 위장복을 입고 기대어 누워있는 사람
result_000022,result_000022.jpg,2025-10-20T05:23:22.230337+00:00,36.354612930500416,127.30979072511485,0.7493366434579056,soldier,쓰러진 나무뿌리 위장 물체 뒤에 숨어있는 사람
result_000023,result_000023.jpg,2025-10-18T19:13:22.230337+00:00,36.34847859073867,127.28487225106072,0.7822884728210593,soldier,길가 옆 나무의 줄기에 딱 붙어 위장하고 있는 사람
result_000024,result_000024.jpg,2025-10-26T16:10:22.230337+00:00,36.34536195500748,127.3024725363031,0.520017591957515,soldier,숲속에서 전술 장비와 위장복을 착용하고 소총을 든 두 명의 군인
result_000025,result_000025.jpg,2025-10-21T09:31:22.230337+00:00,36.3679259961534,127.28659727875191,0.9033138360710956,soldier,숲속 나무 뒤에서 길리슈트를 입고 총기를 조준하는 사람
result_000026,result_000026.jpg,2025-10-22T08:38:22.230337+00:00,36.34608419304313,127.32143434326396,0.8944897816760166,soldier,마른 풀밭에서 장비와 위장복을 갖추고 소총을 든 두 명의 군인
result_000027,result_000027.jpg,2025-10-26T09:08:22.230337+00:00,36.35774918156959,127.29363900542138,0.49641376753291294,soldier,나무 껍질처럼 위장용 페인팅을 하고 나무에 기대어 서 있는 사람
result_000028,result_000028.jpg,2025-10-21T03:34:22.230337+00:00,36.34821176439663,127.2821667396243,0.6919685279319351,soldier,숲 속 쓰러진 나무 위에 위장복을 입고 앉아있는 사람
result_000029,result_000029.jpg,2025-10-24T06:44:22.230337+00:00,36.37046962711795,127.31293047508598,0.781406775089339,soldier,소나무 숲에서 길리슈트를 입고 소총을 든 채 위장하고 서 있는 사람
result_000030,result_000030.jpg,2025-10-28T08:03:22.230337+00:00,36.3598339030894,127.2797592029406,0.9881458467525123,soldier,낙엽과 마른 풀 속에서 길리슈트를 입고 서 있는 사람
result_000032,result_000032.jpg,2025-10-25T12:48:22.230337+00:00,36.34133505084082,127.29985547937032,0.7824274633517042,soldier,숲속에서 길리슈트를 입고 활을 들고 서 있는 사람
result_000033,result_000033.jpg,2025-10-18T21:48:22.230337+00:00,36.34201824079883,127.30934183978711,0.7587282088868947,soldier,숲 속 바위 위에 서 있는 풀 위장복 착용자
result_000036,result_000036.jpg,2025-10-17T18:01:22.230337+00:00,36.34353572765626,127.31092617106671,0.6872973658146339,soldier,마른 풀 위장 소재가 부착된 위장복을 입고 서 있는 사람
result_000037,result_000037.jpg,2025-10-18T19:54:22.230337+00:00,36.36301346195682,127.30418559859746,0.49200292571275805,soldier,숲 속 큰 나무 줄기에 기대어 앉아 위장복을 입고 있는 사람
